episode_num,config_idx,radius,N,steps,v_table_size,h_table_size,epsilon
1212,34,9,30,60,12797+0,8393,0.177200
1213,34,9,30,60,12797+0,8400,0.175300
1214,34,9,30,61,12797+0,8415,0.173400
1215,34,9,30,61,12797+0,8419,0.171500
1216,34,9,30,60,12797+0,8430,0.169600
1217,34,9,30,60,12797+0,8440,0.167700
1218,34,9,30,62,12797+0,8447,0.165800
1219,34,9,30,61,12797+0,8457,0.163900
1220,34,9,30,68,12797+0,8463,0.162000
1221,34,9,30,60,12797+0,8471,0.160100
1222,34,9,30,63,12797+0,8480,0.158200
1223,34,9,30,60,12797+0,8485,0.156300
1224,34,9,30,59,12797+0,8488,0.154400
1225,34,9,30,60,12797+0,8488,0.152500
1226,34,9,30,63,12797+0,8499,0.150600
1227,34,9,30,59,12797+0,8500,0.148700
1228,34,9,30,60,12797+0,8504,0.146800
1229,34,9,30,62,12797+0,8507,0.144900
1230,34,9,30,59,12797+0,8514,0.143000
1231,34,9,30,60,12797+0,8518,0.141100
1232,34,9,30,61,12797+0,8523,0.139200
1233,34,9,30,60,12797+0,8529,0.137300
1234,34,9,30,59,12797+0,8543,0.135400
1235,34,9,30,61,12797+0,8553,0.133500
1236,34,9,30,62,12797+0,8561,0.131600
1237,34,9,30,59,12797+0,8569,0.129700
1238,34,9,30,60,12797+0,8569,0.127800
1239,34,9,30,61,12797+0,8578,0.125900
1240,34,9,30,59,12797+0,8579,0.124000
1241,34,9,30,62,12797+0,8585,0.122100
1242,34,9,30,59,12797+0,8589,0.120200
1243,34,9,30,61,12797+0,8593,0.118300
1244,34,9,30,60,12797+0,8594,0.116400
1245,34,9,30,69,12797+0,8597,0.114500
1246,34,9,30,59,12797+0,8598,0.112600
1247,34,9,30,59,12797+0,8623,0.110700
1248,34,9,30,65,12797+0,8629,0.108800
1249,34,9,30,60,12797+0,8631,0.106900
1250,34,9,30,60,12797+0,8639,0.105000
1251,34,9,30,60,12797+0,8649,0.103100
1252,34,9,30,59,12797+0,8654,0.101200
1253,34,9,30,60,12797+0,8658,0.099300
1254,34,9,30,60,12797+0,8658,0.097400
1255,34,9,30,61,12797+0,8662,0.095500
1256,34,9,30,60,12797+0,8664,0.093600
1257,34,9,30,60,12797+0,8666,0.091700
1258,34,9,30,60,12797+0,8671,0.089800
1259,34,9,30,59,12797+0,8672,0.087900
1260,34,9,30,59,12797+0,8673,0.086000
1261,34,9,30,61,12797+0,8681,0.084100
1262,34,9,30,59,12797+0,8683,0.082200
1263,34,9,30,60,12797+0,8686,0.080300
1264,34,9,30,59,12797+0,8692,0.078400
1265,34,9,30,60,12797+0,8694,0.076500
1266,34,9,30,60,12797+0,8695,0.074600
1267,34,9,30,62,12797+0,8696,0.072700
1268,34,9,30,59,12797+0,8699,0.070800
1269,34,9,30,60,12797+0,8699,0.068900
1270,34,9,30,59,12797+0,8699,0.067000
1271,34,9,30,62,12797+0,8700,0.065100
1272,34,9,30,60,12797+0,8712,0.063200
1273,34,9,30,60,12797+0,8714,0.061300
1274,34,9,30,61,12797+0,8717,0.059400
1275,34,9,30,60,12797+0,8722,0.057500
1276,34,9,30,59,12797+1,8730,0.055600
1277,34,9,30,59,12797+1,8731,0.053700
1278,34,9,30,60,12797+1,8735,0.051800
1279,34,9,30,60,12797+1,8738,0.049900
1280,34,9,30,61,12797+1,8743,0.048000
1281,34,9,30,60,12797+1,8744,0.046100
1282,34,9,30,60,12797+1,8748,0.044200
1283,34,9,30,63,12797+1,8759,0.042300
1284,34,9,30,60,12797+1,8764,0.040400
1285,34,9,30,60,12797+1,8775,0.038500
1286,34,9,30,60,12797+1,8775,0.036600
1287,34,9,30,59,12797+1,8778,0.034700
1288,34,9,30,61,12797+1,8784,0.032800
1289,34,9,30,60,12797+1,8785,0.030900
1290,34,9,30,59,12797+1,8785,0.029000
1291,34,9,30,60,12797+1,8788,0.027100
1292,34,9,30,59,12797+1,8788,0.025200
1293,34,9,30,59,12797+1,8790,0.023300
1294,34,9,30,61,12797+1,8794,0.021400
1295,34,9,30,60,12797+1,8794,0.019500
1296,34,9,30,60,12797+1,8796,0.017600
1297,34,9,30,60,12797+1,8798,0.015700
1298,34,9,30,60,12797+1,8810,0.013800
1299,34,9,30,60,12797+1,8810,0.011900
1300,34,9,30,60,12797+1,8812,0.010000
1301,35,9,40,80,12797+1,8815,0.198100
1302,35,9,40,81,12797+1,8834,0.196200
1303,35,9,40,79,12797+1,8838,0.194300
1304,35,9,40,81,12797+1,8856,0.192400
1305,35,9,40,83,12797+1,8868,0.190500
1306,35,9,40,80,12797+1,8907,0.188600
1307,35,9,40,79,12797+1,8918,0.186700
1308,35,9,40,82,12797+1,8923,0.184800
1309,35,9,40,80,12797+1,8933,0.182900
1310,35,9,40,79,12797+1,8953,0.181000
1311,35,9,40,84,12797+1,9025,0.179100
1312,35,9,40,80,12797+1,9044,0.177200
1313,35,9,40,82,12797+1,9049,0.175300
1314,35,9,40,82,12797+1,9064,0.173400
1315,35,9,40,82,12797+1,9087,0.171500
1316,35,9,40,81,12797+1,9105,0.169600
1317,35,9,40,79,12797+1,9109,0.167700
1318,35,9,40,80,12797+1,9127,0.165800
1319,35,9,40,83,12797+1,9152,0.163900
1320,35,9,40,80,12797+1,9154,0.162000
1321,35,9,40,81,12797+1,9161,0.160100
1322,35,9,40,80,12797+1,9176,0.158200
1323,35,9,40,83,12797+1,9189,0.156300
1324,35,9,40,80,12797+1,9211,0.154400
1325,35,9,40,80,12797+1,9221,0.152500
1326,35,9,40,80,12797+1,9228,0.150600
1327,35,9,40,79,12797+1,9231,0.148700
1328,35,9,40,83,12797+1,9250,0.146800
1329,35,9,40,79,12797+1,9256,0.144900
1330,35,9,40,79,12797+1,9259,0.143000
1331,35,9,40,83,12797+1,9268,0.141100
1332,35,9,40,84,12797+1,9272,0.139200
1333,35,9,40,79,12797+1,9275,0.137300
1334,35,9,40,79,12797+1,9280,0.135400
1335,35,9,40,80,12797+1,9293,0.133500
1336,35,9,40,79,12797+1,9304,0.131600
1337,35,9,40,79,12797+1,9311,0.129700
1338,35,9,40,80,12797+1,9311,0.127800
1339,35,9,40,85,12797+1,9326,0.125900
1340,35,9,40,79,12797+1,9344,0.124000
1341,35,9,40,80,12797+1,9350,0.122100
1342,35,9,40,80,12797+1,9353,0.120200
1343,35,9,40,79,12797+1,9381,0.118300
1344,35,9,40,82,12797+1,9394,0.116400
1345,35,9,40,81,12797+1,9401,0.114500
1346,35,9,40,83,12797+1,9466,0.112600
1347,35,9,40,82,12797+1,9469,0.110700
1348,35,9,40,79,12797+1,9470,0.108800
1349,35,9,40,83,12797+1,9486,0.106900
1350,35,9,40,81,12797+1,9492,0.105000
1351,35,9,40,82,12797+1,9497,0.103100
1352,35,9,40,80,12797+1,9502,0.101200
1353,35,9,40,80,12797+1,9508,0.099300
1354,35,9,40,81,12797+1,9510,0.097400
1355,35,9,40,82,12797+1,9515,0.095500
1356,35,9,40,80,12797+1,9516,0.093600
1357,35,9,40,80,12797+1,9525,0.091700
1358,35,9,40,81,12797+1,9535,0.089800
1359,35,9,40,80,12797+1,9540,0.087900
1360,35,9,40,79,12797+1,9542,0.086000
1361,35,9,40,79,12797+1,9547,0.084100
1362,35,9,40,81,12797+1,9555,0.082200
1363,35,9,40,81,12797+1,9564,0.080300
1364,35,9,40,79,12797+1,9565,0.078400
1365,35,9,40,79,12797+1,9573,0.076500
1366,35,9,40,79,12797+1,9581,0.074600
1367,35,9,40,81,12797+1,9583,0.072700
1368,35,9,40,79,12797+1,9585,0.070800
1369,35,9,40,80,12797+1,9586,0.068900
1370,35,9,40,79,12797+1,9588,0.067000
1371,35,9,40,80,12797+1,9604,0.065100
1372,35,9,40,80,12797+1,9613,0.063200
1373,35,9,40,79,12797+1,9614,0.061300
1374,35,9,40,79,12797+1,9615,0.059400
1375,35,9,40,81,12797+1,9619,0.057500
1376,35,9,40,80,12797+1,9640,0.055600
1377,35,9,40,79,12797+1,9641,0.053700
1378,35,9,40,79,12797+1,9647,0.051800
1379,35,9,40,80,12797+1,9653,0.049900
1380,35,9,40,79,12797+1,9659,0.048000
1381,35,9,40,79,12797+1,9660,0.046100
1382,35,9,40,80,12797+1,9665,0.044200
1383,35,9,40,80,12797+1,9668,0.042300
1384,35,9,40,79,12797+1,9670,0.040400
1385,35,9,40,80,12797+1,9680,0.038500
1386,35,9,40,79,12797+1,9681,0.036600
1387,35,9,40,80,12797+1,9682,0.034700
1388,35,9,40,81,12797+1,9684,0.032800
1389,35,9,40,79,12797+1,9685,0.030900
1390,35,9,40,80,12797+1,9689,0.029000
1391,35,9,40,79,12797+1,9693,0.027100
1392,35,9,40,79,12797+1,9693,0.025200
1393,35,9,40,80,12797+1,9699,0.023300
1394,35,9,40,81,12797+1,9703,0.021400
1395,35,9,40,80,12797+1,9705,0.019500
1396,35,9,40,80,12797+1,9706,0.017600
1397,35,9,40,81,12797+1,9706,0.015700
1398,35,9,40,79,12797+1,9710,0.013800
1399,35,9,40,79,12797+1,9719,0.011900
1400,35,9,40,79,12797+1,9719,0.010000
1401,36,9,50,102,12797+1,9747,0.198100
1402,36,9,50,104,12797+1,9757,0.196200
1403,36,9,50,101,12797+1,9778,0.194300
1404,36,9,50,100,12797+1,9784,0.192400
1405,36,9,50,101,12797+1,9799,0.190500
1406,36,9,50,104,12797+1,9806,0.188600
1407,36,9,50,102,12797+1,9842,0.186700
1408,36,9,50,102,12797+1,9854,0.184800
1409,36,9,50,101,12797+1,9861,0.182900
1410,36,9,50,106,12797+1,9902,0.181000
1411,36,9,50,99,12797+1,9979,0.179100
1412,36,9,50,99,12797+1,9989,0.177200
1413,36,9,50,100,12797+1,9997,0.175300
1414,36,9,50,99,12797+1,10020,0.173400
1415,36,9,50,100,12797+1,10054,0.171500
1416,36,9,50,100,12797+1,10071,0.169600
1417,36,9,50,100,12797+1,10085,0.167700
1418,36,9,50,99,12797+1,10119,0.165800
1419,36,9,50,99,12797+1,10124,0.163900
1420,36,9,50,101,12797+1,10141,0.162000
1421,36,9,50,100,12797+1,10152,0.160100
1422,36,9,50,99,12797+1,10163,0.158200
1423,36,9,50,99,12797+1,10164,0.156300
1424,36,9,50,103,12797+1,10195,0.154400
1425,36,9,50,101,12797+1,10205,0.152500
1426,36,9,50,100,12797+1,10220,0.150600
1427,36,9,50,99,12797+1,10236,0.148700
1428,36,9,50,102,12797+1,10253,0.146800
1429,36,9,50,100,12797+1,10263,0.144900
1430,36,9,50,100,12797+1,10321,0.143000
1431,36,9,50,101,12797+1,10325,0.141100
1432,36,9,50,100,12797+1,10338,0.139200
1433,36,9,50,100,12797+1,10359,0.137300
1434,36,9,50,101,12797+1,10364,0.135400
1435,36,9,50,99,12797+1,10372,0.133500
1436,36,9,50,101,12797+1,10375,0.131600
1437,36,9,50,100,12797+1,10402,0.129700
1438,36,9,50,99,12797+1,10406,0.127800
1439,36,9,50,102,12797+1,10412,0.125900
1440,36,9,50,99,12797+1,10417,0.124000
1441,36,9,50,100,12797+1,10427,0.122100
1442,36,9,50,103,12797+1,10437,0.120200
1443,36,9,50,99,12797+1,10439,0.118300
1444,36,9,50,100,12797+1,10449,0.116400
1445,36,9,50,99,12797+1,10455,0.114500
1446,36,9,50,101,12797+1,10475,0.112600
1447,36,9,50,100,12797+1,10478,0.110700
1448,36,9,50,100,12797+1,10492,0.108800
1449,36,9,50,101,12797+1,10495,0.106900
1450,36,9,50,99,12797+1,10503,0.105000
1451,36,9,50,101,12797+1,10507,0.103100
1452,36,9,50,99,12797+1,10512,0.101200
1453,36,9,50,100,12797+1,10519,0.099300
1454,36,9,50,99,12797+1,10525,0.097400
1455,36,9,50,99,12797+1,10532,0.095500
1456,36,9,50,99,12797+1,10534,0.093600
1457,36,9,50,100,12797+1,10542,0.091700
1458,36,9,50,100,12797+1,10555,0.089800
1459,36,9,50,99,12797+1,10563,0.087900
1460,36,9,50,99,12797+1,10578,0.086000
1461,36,9,50,99,12797+1,10580,0.084100
1462,36,9,50,99,12797+1,10582,0.082200
1463,36,9,50,100,12797+1,10587,0.080300
1464,36,9,50,99,12797+1,10591,0.078400
1465,36,9,50,100,12797+1,10596,0.076500
1466,36,9,50,99,12797+1,10600,0.074600
1467,36,9,50,102,12797+1,10607,0.072700
1468,36,9,50,100,12797+1,10615,0.070800
1469,36,9,50,100,12797+1,10615,0.068900
1470,36,9,50,126,12797+1,10689,0.067000
1471,36,9,50,99,12797+1,10693,0.065100
1472,36,9,50,99,12797+1,10703,0.063200
1473,36,9,50,99,12797+1,10709,0.061300
1474,36,9,50,100,12797+1,10711,0.059400
1475,36,9,50,99,12797+1,10723,0.057500
1476,36,9,50,100,12797+1,10731,0.055600
1477,36,9,50,99,12797+1,10733,0.053700
1478,36,9,50,100,12797+1,10737,0.051800
1479,36,9,50,100,12797+1,10744,0.049900
1480,36,9,50,99,12797+1,10754,0.048000
1481,36,9,50,100,12797+1,10756,0.046100
1482,36,9,50,99,12797+1,10768,0.044200
1483,36,9,50,101,12797+1,10772,0.042300
1484,36,9,50,99,12797+1,10776,0.040400
1485,36,9,50,99,12797+1,10777,0.038500
1486,36,9,50,100,12797+1,10789,0.036600
1487,36,9,50,99,12797+1,10790,0.034700
1488,36,9,50,100,12797+1,10795,0.032800
1489,36,9,50,100,12797+1,10800,0.030900
1490,36,9,50,99,12797+1,10808,0.029000
1491,36,9,50,99,12797+1,10814,0.027100
1492,36,9,50,99,12797+1,10816,0.025200
1493,36,9,50,100,12797+1,10826,0.023300
1494,36,9,50,100,12797+1,10831,0.021400
1495,36,9,50,99,12797+1,10832,0.019500
1496,36,9,50,99,12797+1,10833,0.017600
1497,36,9,50,100,12797+1,10843,0.015700
1498,36,9,50,100,12797+1,10843,0.013800
1499,36,9,50,99,12797+1,10851,0.011900
1500,36,9,50,99,12797+1,10853,0.010000
1501,37,9,60,119,12797+1,10888,0.198100
1502,37,9,60,121,12797+1,10917,0.196200
1503,37,9,60,123,12797+1,10929,0.194300
1504,37,9,60,121,12797+1,10972,0.192400
1505,37,9,60,119,12797+1,10990,0.190500
1506,37,9,60,121,12797+1,11009,0.188600
1507,37,9,60,120,12797+1,11035,0.186700
1508,37,9,60,121,12797+1,11120,0.184800
1509,37,9,60,121,12797+1,11151,0.182900
1510,37,9,60,122,12797+1,11163,0.181000
1511,37,9,60,120,12797+1,11192,0.179100
1512,37,9,60,122,12797+1,11203,0.177200
1513,37,9,60,119,12797+1,11220,0.175300
1514,37,9,60,119,12797+1,11261,0.173400
1515,37,9,60,119,12797+1,11273,0.171500
1516,37,9,60,119,12797+1,11284,0.169600
1517,37,9,60,143,12797+1,11311,0.167700
1518,37,9,60,123,12797+1,11330,0.165800
1519,37,9,60,125,12797+1,11347,0.163900
1520,37,9,60,121,12797+1,11352,0.162000
1521,37,9,60,120,12797+1,11362,0.160100
1522,37,9,60,119,12797+1,11375,0.158200
1523,37,9,60,119,12797+1,11407,0.156300
1524,37,9,60,126,12797+1,11434,0.154400
1525,37,9,60,121,12797+1,11446,0.152500
1526,37,9,60,119,12797+1,11460,0.150600
1527,37,9,60,121,12797+1,11464,0.148700
1528,37,9,60,119,12797+1,11480,0.146800
1529,37,9,60,119,12797+1,11492,0.144900
1530,37,9,60,119,12797+1,11508,0.143000
1531,37,9,60,120,12797+1,11529,0.141100
1532,37,9,60,119,12797+1,11547,0.139200
1533,37,9,60,119,12797+1,11568,0.137300
1534,37,9,60,119,12797+1,11581,0.135400
1535,37,9,60,119,12797+2,11586,0.133500
1536,37,9,60,119,12797+2,11598,0.131600
1537,37,9,60,119,12797+2,11604,0.129700
1538,37,9,60,120,12797+2,11609,0.127800
1539,37,9,60,119,12797+2,11614,0.125900
1540,37,9,60,123,12797+2,11647,0.124000
1541,37,9,60,121,12797+2,11649,0.122100
1542,37,9,60,120,12797+2,11654,0.120200
1543,37,9,60,121,12797+2,11665,0.118300
1544,37,9,60,119,12797+2,11670,0.116400
1545,37,9,60,119,12797+2,11670,0.114500
1546,37,9,60,119,12797+2,11678,0.112600
1547,37,9,60,119,12797+2,11683,0.110700
1548,37,9,60,122,12797+2,11692,0.108800
1549,37,9,60,119,12797+2,11692,0.106900
1550,37,9,60,120,12797+2,11700,0.105000
1551,37,9,60,120,12797+2,11702,0.103100
1552,37,9,60,119,12797+2,11703,0.101200
1553,37,9,60,119,12797+2,11707,0.099300
1554,37,9,60,121,12797+2,11710,0.097400
1555,37,9,60,121,12797+2,11714,0.095500
1556,37,9,60,120,12797+2,11720,0.093600
1557,37,9,60,120,12797+2,11723,0.091700
1558,37,9,60,119,12797+2,11729,0.089800
1559,37,9,60,120,12797+2,11732,0.087900
1560,37,9,60,120,12797+2,11750,0.086000
1561,37,9,60,119,12797+2,11753,0.084100
1562,37,9,60,119,12797+2,11760,0.082200
1563,37,9,60,119,12797+2,11762,0.080300
1564,37,9,60,119,12797+2,11762,0.078400
1565,37,9,60,119,12797+2,11767,0.076500
1566,37,9,60,119,12797+2,11770,0.074600
1567,37,9,60,119,12797+2,11771,0.072700
1568,37,9,60,121,12797+2,11778,0.070800
1569,37,9,60,120,12797+2,11779,0.068900
1570,37,9,60,120,12797+2,11780,0.067000
1571,37,9,60,119,12797+2,11781,0.065100
1572,37,9,60,119,12797+2,11783,0.063200
1573,37,9,60,119,12797+2,11786,0.061300
1574,37,9,60,119,12797+2,11793,0.059400
1575,37,9,60,119,12797+2,11797,0.057500
1576,37,9,60,119,12797+2,11801,0.055600
1577,37,9,60,120,12797+2,11803,0.053700
1578,37,9,60,119,12797+2,11806,0.051800
1579,37,9,60,119,12797+2,11813,0.049900
1580,37,9,60,120,12797+2,11816,0.048000
1581,37,9,60,119,12797+2,11823,0.046100
1582,37,9,60,120,12797+2,11824,0.044200
1583,37,9,60,119,12797+2,11825,0.042300
1584,37,9,60,119,12797+2,11828,0.040400
1585,37,9,60,119,12797+2,11834,0.038500
1586,37,9,60,120,12797+2,11841,0.036600
1587,37,9,60,119,12797+2,11846,0.034700
1588,37,9,60,119,12797+2,11852,0.032800
1589,37,9,60,119,12797+2,11855,0.030900
1590,37,9,60,122,12797+2,11856,0.029000
1591,37,9,60,119,12797+2,11863,0.027100
1592,37,9,60,120,12797+2,11871,0.025200
1593,37,9,60,119,12797+2,11871,0.023300
1594,37,9,60,119,12797+2,11871,0.021400
1595,37,9,60,119,12797+2,11872,0.019500
1596,37,9,60,119,12797+2,11876,0.017600
1597,37,9,60,119,12797+2,11879,0.015700
1598,37,9,60,120,12797+2,11880,0.013800
1599,37,9,60,119,12797+2,11885,0.011900
1600,37,9,60,119,12797+2,11887,0.010000
1601,41,11,1,25,12797+2,11887,0.198100
1602,41,11,1,22,12797+2,11887,0.196200
1603,41,11,1,8,12797+2,11887,0.194300
1604,41,11,1,7,12797+2,11887,0.192400
1605,41,11,1,6,12797+2,11887,0.190500
1606,41,11,1,9,12797+2,11887,0.188600
1607,41,11,1,8,12797+2,11887,0.186700
1608,41,11,1,8,12797+2,11887,0.184800
1609,41,11,1,10,12797+2,11887,0.182900
1610,41,11,1,5,12797+2,11887,0.181000
1611,41,11,1,5,12797+2,11887,0.179100
1612,41,11,1,10,12797+2,11887,0.177200
1613,41,11,1,13,12797+2,11887,0.175300
1614,41,11,1,11,12797+2,11887,0.173400
1615,41,11,1,3,12797+2,11887,0.171500
1616,41,11,1,8,12797+2,11887,0.169600
1617,41,11,1,9,12797+2,11887,0.167700
1618,41,11,1,12,12797+2,11887,0.165800
1619,41,11,1,6,12797+2,11887,0.163900
1620,41,11,1,12,12797+2,11887,0.162000
1621,41,11,1,6,12797+2,11887,0.160100
1622,41,11,1,27,12797+2,11887,0.158200
1623,41,11,1,3,12797+2,11887,0.156300
1624,41,11,1,8,12797+2,11887,0.154400
1625,41,11,1,11,12797+2,11887,0.152500
1626,41,11,1,3,12797+2,11887,0.150600
1627,41,11,1,10,12797+2,11887,0.148700
1628,41,11,1,12,12797+2,11887,0.146800
1629,41,11,1,16,12797+2,11887,0.144900
1630,41,11,1,10,12797+2,11887,0.143000
1631,41,11,1,4,12797+2,11887,0.141100
1632,41,11,1,8,12797+2,11887,0.139200
1633,41,11,1,10,12797+2,11887,0.137300
1634,41,11,1,9,12797+2,11887,0.135400
1635,41,11,1,4,12797+2,11887,0.133500
1636,41,11,1,6,12797+2,11887,0.131600
1637,41,11,1,18,12797+2,11887,0.129700
1638,41,11,1,4,12797+2,11887,0.127800
1639,41,11,1,7,12797+2,11887,0.125900
1640,41,11,1,9,12797+2,11887,0.124000
1641,41,11,1,10,12797+2,11887,0.122100
1642,41,11,1,5,12797+2,11887,0.120200
1643,41,11,1,5,12797+2,11887,0.118300
1644,41,11,1,10,12797+2,11887,0.116400
1645,41,11,1,3,12797+2,11887,0.114500
1646,41,11,1,13,12797+2,11887,0.112600
1647,41,11,1,4,12797+2,11887,0.110700
1648,41,11,1,10,12797+2,11887,0.108800
1649,41,11,1,4,12797+2,11887,0.106900
1650,41,11,1,4,12797+2,11887,0.105000
1651,41,11,1,6,12797+2,11887,0.103100
1652,41,11,1,9,12797+2,11887,0.101200
1653,41,11,1,12,12797+2,11887,0.099300
1654,41,11,1,8,12797+2,11887,0.097400
1655,41,11,1,9,12797+2,11887,0.095500
1656,41,11,1,12,12797+2,11887,0.093600
1657,41,11,1,6,12797+2,11887,0.091700
1658,41,11,1,11,12797+2,11887,0.089800
1659,41,11,1,10,12797+2,11887,0.087900
1660,41,11,1,8,12797+2,11887,0.086000
1661,41,11,1,11,12797+2,11887,0.084100
1662,41,11,1,7,12797+2,11887,0.082200
1663,41,11,1,9,12797+2,11887,0.080300
1664,41,11,1,12,12797+2,11887,0.078400
1665,41,11,1,9,12797+2,11887,0.076500
1666,41,11,1,6,12797+2,11887,0.074600
1667,41,11,1,10,12797+2,11887,0.072700
1668,41,11,1,12,12797+2,11887,0.070800
1669,41,11,1,5,12797+2,11887,0.068900
1670,41,11,1,7,12797+2,11887,0.067000
1671,41,11,1,7,12797+2,11887,0.065100
1672,41,11,1,4,12797+2,11887,0.063200
1673,41,11,1,5,12797+2,11887,0.061300
1674,41,11,1,11,12797+2,11887,0.059400
1675,41,11,1,6,12797+2,11887,0.057500
1676,41,11,1,4,12797+2,11887,0.055600
1677,41,11,1,11,12797+2,11887,0.053700
1678,41,11,1,10,12797+2,11887,0.051800
1679,41,11,1,6,12797+2,11887,0.049900
1680,41,11,1,8,12797+2,11887,0.048000
1681,41,11,1,8,12797+2,11887,0.046100
1682,41,11,1,5,12797+2,11887,0.044200
1683,41,11,1,5,12797+2,11887,0.042300
1684,41,11,1,6,12797+2,11887,0.040400
1685,41,11,1,8,12797+2,11887,0.038500
1686,41,11,1,9,12797+2,11887,0.036600
1687,41,11,1,3,12797+2,11887,0.034700
1688,41,11,1,4,12797+2,11887,0.032800
1689,41,11,1,7,12797+2,11887,0.030900
1690,41,11,1,13,12797+2,11887,0.029000
1691,41,11,1,5,12797+2,11887,0.027100
1692,41,11,1,4,12797+2,11887,0.025200
1693,41,11,1,9,12797+2,11887,0.023300
1694,41,11,1,3,12797+2,11887,0.021400
1695,41,11,1,3,12797+2,11887,0.019500
1696,41,11,1,8,12797+2,11887,0.017600
1697,41,11,1,12,12797+2,11887,0.015700
1698,41,11,1,4,12797+2,11887,0.013800
1699,41,11,1,13,12797+2,11887,0.011900
1700,41,11,1,7,12797+2,11887,0.010000
1701,42,11,10,24,12797+2,11887,0.198100
1702,42,11,10,25,12797+2,11887,0.196200
1703,42,11,10,27,12797+2,11887,0.194300
1704,42,11,10,31,12797+2,11887,0.192400
1705,42,11,10,27,12797+2,11887,0.190500
1706,42,11,10,23,12797+2,11887,0.188600
1707,42,11,10,24,12797+2,11888,0.186700
1708,42,11,10,30,12797+2,11889,0.184800
1709,42,11,10,23,12797+2,11889,0.182900
1710,42,11,10,27,12797+2,11889,0.181000
1711,42,11,10,24,12797+2,11889,0.179100
1712,42,11,10,26,12797+2,11889,0.177200
1713,42,11,10,21,12797+2,11889,0.175300
1714,42,11,10,23,12797+2,11889,0.173400
1715,42,11,10,21,12797+2,11889,0.171500
1716,42,11,10,26,12797+2,11890,0.169600
1717,42,11,10,28,12797+2,11890,0.167700
1718,42,11,10,22,12797+2,11890,0.165800
1719,42,11,10,23,12797+2,11890,0.163900
1720,42,11,10,30,12797+2,11891,0.162000
1721,42,11,10,25,12797+2,11891,0.160100
1722,42,11,10,24,12797+2,11891,0.158200
1723,42,11,10,28,12797+2,11893,0.156300
1724,42,11,10,22,12797+2,11893,0.154400
1725,42,11,10,22,12797+2,11893,0.152500
1726,42,11,10,33,12797+2,11893,0.150600
1727,42,11,10,23,12797+2,11893,0.148700
1728,42,11,10,25,12797+2,11893,0.146800
1729,42,11,10,29,12797+2,11893,0.144900
1730,42,11,10,23,12797+2,11893,0.143000
1731,42,11,10,23,12797+2,11893,0.141100
1732,42,11,10,22,12797+2,11893,0.139200
1733,42,11,10,24,12797+2,11893,0.137300
1734,42,11,10,23,12797+2,11893,0.135400
1735,42,11,10,23,12797+2,11893,0.133500
1736,42,11,10,28,12797+2,11893,0.131600
1737,42,11,10,23,12797+2,11894,0.129700
1738,42,11,10,25,12797+2,11894,0.127800
1739,42,11,10,29,12797+2,11898,0.125900
1740,42,11,10,22,12797+2,11898,0.124000
1741,42,11,10,22,12797+2,11898,0.122100
1742,42,11,10,22,12797+2,11898,0.120200
1743,42,11,10,26,12797+2,11899,0.118300
1744,42,11,10,24,12797+2,11899,0.116400
1745,42,11,10,27,12797+2,11899,0.114500
1746,42,11,10,22,12797+2,11899,0.112600
1747,42,11,10,24,12797+2,11899,0.110700
1748,42,11,10,21,12797+2,11899,0.108800
1749,42,11,10,23,12797+2,11899,0.106900
1750,42,11,10,24,12797+2,11899,0.105000
1751,42,11,10,23,12797+2,11899,0.103100
1752,42,11,10,21,12797+2,11899,0.101200
1753,42,11,10,22,12797+2,11899,0.099300
1754,42,11,10,22,12797+2,11899,0.097400
1755,42,11,10,22,12797+2,11899,0.095500
1756,42,11,10,21,12797+2,11899,0.093600
1757,42,11,10,24,12797+2,11901,0.091700
1758,42,11,10,24,12797+2,11901,0.089800
1759,42,11,10,23,12797+2,11901,0.087900
1760,42,11,10,22,12797+2,11902,0.086000
1761,42,11,10,23,12797+2,11902,0.084100
1762,42,11,10,27,12797+2,11903,0.082200
1763,42,11,10,22,12797+2,11903,0.080300
1764,42,11,10,26,12797+2,11903,0.078400
1765,42,11,10,23,12797+2,11903,0.076500
1766,42,11,10,22,12797+2,11903,0.074600
1767,42,11,10,20,12797+2,11903,0.072700
1768,42,11,10,24,12797+2,11904,0.070800
1769,42,11,10,23,12797+2,11904,0.068900
1770,42,11,10,25,12797+2,11904,0.067000
1771,42,11,10,20,12797+2,11904,0.065100
1772,42,11,10,20,12797+2,11905,0.063200
1773,42,11,10,19,12797+2,11905,0.061300
1774,42,11,10,22,12797+2,11906,0.059400
1775,42,11,10,22,12797+2,11906,0.057500
1776,42,11,10,24,12797+2,11906,0.055600
1777,42,11,10,22,12797+2,11906,0.053700
1778,42,11,10,23,12797+2,11907,0.051800
1779,42,11,10,23,12797+2,11907,0.049900
1780,42,11,10,25,12797+2,11907,0.048000
1781,42,11,10,27,12797+2,11907,0.046100
1782,42,11,10,24,12797+2,11907,0.044200
1783,42,11,10,20,12797+2,11907,0.042300
1784,42,11,10,22,12797+2,11907,0.040400
1785,42,11,10,23,12797+2,11907,0.038500
1786,42,11,10,21,12797+2,11907,0.036600
1787,42,11,10,25,12797+2,11907,0.034700
1788,42,11,10,21,12797+2,11907,0.032800
1789,42,11,10,20,12797+2,11907,0.030900
1790,42,11,10,20,12797+2,11907,0.029000
1791,42,11,10,23,12797+2,11907,0.027100
1792,42,11,10,24,12797+2,11907,0.025200
